Store Number,R,P,C
8251,4277997,-1305050,5583047
13007,9967283,2921957,7045326
8507,8486618,5386328,3100290
8271,4353016,-2599068,6952084
8557,5031911,4684580,347331
7964,6979959,5448871,1531088
11041,7156656,1105080,6051576
78026,7822532,5048620,2773912
8866,2682341,1462540,1219801
76889,2160805,1938892,221913
76114,4690483,1938291,2752192
11345,4812204,2398089,2414115
8648,5001289,-3915348,8916637
14678,7025594,-2094944,9120538
8430,4999537,3424360,1575177
76450,2689761,-1267405,3957166
11344,2290423,1955939,334484
2909,6746373,1932554,4813819
17086,3484832,-1684894,5169726
76219,8934494,3547432,5387062
11614,7449969,-2191422,9641391
8566,2507641,-6477108,8984749
13828,2689827,-6602350,9292177
2816,5567551,-807109,6374660
8290,5076458,-1993467,7069925
8316,7944857,7328266,616591
8436,5380931,2010751,3370180
8275,7767088,-994946,8762034
8576,4360253,-3439010,7799263
2964,7649910,221079,7428831
8339,1287857,-709832,1997689
8550,8892979,7480068,1412911
76368,5109033,-4663985,9773018
8278,4142157,2444867,1697290
8278,2615435,-6364786,8980221
11251,2492814,-3499692,5992506
9695,8119842,5120370,2999472
11609,5470688,-925438,6396126
8380,8466886,6543891,1922995
75449,3217261,-911699,4128960
8236,7491011,2003540,5487471
13240,1717018,-3083712,4800730
8226,7474947,-2348999,9823946
8368,7699920,-1113517,8813437
75582,4715996,4413776,302220
2750,5064229,-1250662,6314891
76106,5460295,-2105241,7565536
8802,1807240,-6938608,8745848
3429,1270290,-5416523,6686813
9642,5413065,-2690331,8103396
8806,3143216,-3561940,6705156
10679,8652757,5045770,3606987
8302,5421850,4099692,1322158
8303,3367323,-3594683,6962006
75594,7906534,-304788,8211322
8301,9582155,5046495,4535660
70323,6510246,-2251519,8761765
8328,8126052,3950149,4175903
8328,2206092,-1740342,3946434
72641,8367501,7964470,403031
13875,9207213,7789580,1417633
8505,5018235,-3537053,8555288
8528,8052452,4826841,3225611
11908,7098305,716145,6382160
3895,1045078,-508711,1553789
9977,5654371,1216258,4438113
8281,1511624,-222432,1734056
8476,2908969,2312350,596619
76905,3569838,-6126201,9696039
13493,8067608,366075,7701533
8417,4738401,-419640,5158041
15488,4256424,-3620450,7876874
9701,8105925,6666414,1439511
76831,2087739,-2235338,4323077
76904,7107953,4682292,2425661
8426,7751005,-2131257,9882262
8357,3003328,-4712332,7715660
8494,5265877,1639243,3626634
8235,2099063,-7280878,9379941
8261,7746011,-1275564,9021575
8307,8565979,3389716,5176263
11605,8322167,-317724,8639891
8354,4000395,3591540,408855
11388,3351719,-6608658,9960377
8334,2609860,1731335,878525
75289,7886476,5346315,2540161
8248,5130527,1740108,3390419
8257,2339720,-1203641,3543361
8588,8659906,6124944,2534962
8262,7698284,4620526,3077758
10354,9997327,4436782,5560545
8376,8606713,-887151,9493864
8455,3817479,-2294631,6112110
8805,5777713,283716,5493997
76749,8269547,5290219,2979328
13563,8926136,-619308,9545444
76715,1528456,-6891652,8420108
11611,1478528,-8348375,9826903
10153,6939395,-1075612,8015007
8387,5376196,-1391381,6767577
8432,6630619,6257475,373144
10591,3192952,-6075423,9268375
11255,6892738,5752823,1139915
72433,3761270,-658600,4419870
8431,6026288,-3046260,9072548
72434,4270239,4049737,220502
75706,4203240,-5363321,9566561
11613,6995988,5199248,1796740
76448,4152288,1436706,2715582
14230,8582650,2329337,6253313
76248,7241663,6880119,361544
8283,9811158,8853836,957322
8258,8122267,5051555,3070712
5092,3715569,-3642486,7358055
76400,2528915,-7298833,9827748
2910,5699042,5505586,193456
8282,3950972,3353484,597488
9828,7397912,4920200,2477712
8274,8472631,2240507,6232124
11253,5199985,4114642,1085343
2894,8508888,6769177,1739711
75616,5300453,-2638985,7939438
8601,9530677,7063825,2466852
10355,9330708,3834717,5495991
75234,5484390,1966337,3518053
10235,7146968,6614726,532242
76151,9184354,2904470,6279884
14074,8091938,4603820,3488118
8592,2541906,-6573258,9115164
8549,7058015,-2050165,9108180
76772,7955053,3975961,3979092
8514,8386645,-51688,8438333
72660,2411083,-997562,3408645
8456,3660382,-4977744,8638126
13497,3718426,-6049215,9767641
13829,5826188,5148511,677677
13239,3133678,1805741,1327937
8299,2963239,-1926222,4889461
3787,9885403,335351,9550052
75205,9547315,7767449,1779866
9737,8313811,7011720,1302091
8865,3771883,2586386,1185497
14316,9256695,6184448,3072247
8295,6622403,274820,6347583
76806,9396583,1795863,7600720
15732,4862122,-4106545,8968667
8538,9603553,5385975,4217578
76401,1310750,-4374504,5685254
8277,9895269,6025729,3869540
8485,8950744,6542242,2408502
10065,3639534,-4869754,8509288
8312,5658553,-277801,5936354
8428,3270429,2703934,566495
8384,9742596,5851054,3891542
75778,4564678,-80958,4645636
72331,3946414,326254,3620160
72420,2293237,-2467892,4761129
8437,2616773,-5168983,7785756
76754,5880276,-1592093,7472369
76714,8637168,6022678,2614490
75813,5323837,2736600,2587237
11115,5749368,-4153062,9902430
8593,1457893,-4501279,5959172
8117,8561754,7074966,1486788
75774,8802497,-127505,8930002
75776,2049650,-4425255,6474905
75775,2581003,1019924,1561079
11482,7868767,3337610,4531157
76913,1399209,-1358550,2757759
8678,5184283,-732326,5916609
76474,1689267,-5100648,6789915
10440,1805127,-3799951,5605078
75445,1606244,-7422744,9028988
8488,2547941,1650295,897646
10233,2179623,-812588,2992211
11392,3443575,-5850776,9294351
10443,4566909,-1550333,6117242
76449,5586281,4505452,1080829
8457,4702979,-1014407,5717386
76807,9225356,4968180,4257176
14076,7970863,-1346434,9317297
11256,2122989,-1492386,3615375
10025,1749631,-4373199,6122830
2852,3808341,-5063777,8872118
8535,9775637,7138901,2636736
8353,1401337,-242735,1644072
75784,2471886,-6742456,9214342
13709,4988407,4224012,764395
10729,1356926,-739677,2096603
9696,6181644,4819398,1362246
8561,9114197,7420759,1693438
8447,5818556,4228096,1590460
2924,1763597,-6339527,8103124
76113,9563909,4155264,5408645
9333,1150349,-7724891,8875240
8335,8609425,4819331,3790094
8594,3324336,1138011,2186325
8603,3185894,2742895,442999
11682,6543749,3054593,3489156
8440,1100231,-4386952,5487183
2911,5537843,-2292242,7830085
11416,3257976,-4327401,7585377
9396,6615960,153347,6462613
10021,6074081,-795714,6869795
8483,9176458,5646080,3530378
5108,6918079,-2514042,9432121
14315,4658312,-2560606,7218918
76753,2704796,-4223176,6927972
76270,2102881,-6857778,8960659
11252,1521088,-2127285,3648373
2967,7062560,2701345,4361215
11680,4209863,3022428,1187435
8379,4473332,-2529195,7002527
3482,4450995,3108387,1342608
14599,9549505,1936042,7613463
13687,7789515,-509447,8298962
13368,8022828,7274263,748565
11679,3768674,1570113,2198561
11248,3511005,-4025528,7536533
11409,2602746,-4858764,7461510
13236,9338256,549506,8788750
70309,8447589,5577186,2870403
8541,9069475,6197020,2872455
13874,9765371,2733556,7031815
3485,9613404,5059416,4553988
8562,6379932,-634341,7014273
76720,5023599,2910923,2112676
10444,8753955,-1109478,9863433
75983,8784603,-51867,8836470
8687,9943057,6047020,3896037
8629,4010951,-2064143,6075094
8308,7648246,5022589,2625657
15716,6960287,1544843,5415444
8435,6339169,-2448649,8787818
8649,2578398,-4940477,7518875
11583,9831698,6668228,3163470
2966,4249131,-1376356,5625487
8596,3129054,-4037866,7166920
11413,7001557,3036742,3964815
76215,7405642,2160627,5245015
9976,6740331,1317456,5422875
76665,1285409,-7322385,8607794
76152,3906409,3773389,133020
11408,4446409,3553786,892623
14313,8546341,4098013,4448328
76810,5776227,-2930333,8706560
11783,8562604,1182546,7380058
11607,8420875,5931704,2489171
16887,9353427,4935535,4417892
10152,9052873,-557027,9609900
76908,1667736,-3306002,4973738
75824,9131285,-350515,9481800
76869,7576691,2849569,4727122
9752,6089435,-3746379,9835814
8400,1282572,-2551761,3834333
8519,5728988,-784137,6513125
76768,8925891,4468041,4457850
10359,9120950,8404145,716805
9829,9172346,2547209,6625137
9700,7721159,-359779,8080938
76216,6002458,4274072,1728386
10360,9099939,8881299,218640
8587,3530620,404358,3126262
11042,3222699,-5212758,8435457
8481,9663891,5296748,4367143
8454,3491460,281080,3210380
9694,7365293,-2488537,9853830
10726,6003260,5277806,725454
8570,7487993,4006378,3481615
72615,9069245,8770377,298868
3453,6091027,-3746329,9837356
13779,3125616,-2456383,5581999
15463,1018158,-5603023,6621181
3478,8335403,3339010,4996393
9587,5239096,1711188,3527908
6965,7386784,5549076,1837708
72614,4263891,-2779198,7043089
76843,4321898,2024582,2297316
8418,4841516,638010,4203506
75268,5342270,1610060,3732210
8396,3770579,-59856,3830435
75303,7178950,1300396,5878554
78059,5798715,714891,5083824
8560,8131423,6251105,1880318
11083,8675108,-830349,9505457
13703,4340096,-2761829,7101925
6964,5233596,-1682435,6916031
70067,3732764,-1143171,4875935
76912,8104762,6031402,2073360
13210,4663850,2165060,2498790
10796,3306753,2116876,1189877
76795,2998669,-4118907,7117576
72668,1998186,-1539448,3537634
72121,6965796,572169,6393627
13482,2969843,734776,2235067
10772,4086677,-208441,4295118
2960,1622819,-1773748,3396567
76796,1806858,-2727204,4534062
3426,6671934,767954,5903980
10771,9209331,6007147,3202184
9809,9481912,1195394,8286518
72653,6813431,-2809879,9623310
78049,3119471,-4982196,8101667
9543,6003381,1554269,4449112
13704,8541640,-689057,9230697
76832,4051021,3416095,634926
16910,9856729,7161922,2694807
9507,3440296,-2196665,5636961
10062,7001262,6375509,625753
72635,3631811,1997458,1634353
10127,7170832,-1363261,8534093
12493,1316089,-1009446,2325535
11428,3195673,-3150060,6345733
10248,4177287,-4410383,8587670
78066,6682470,2302817,4379653
8809,4314089,-298058,4612147
76876,1718630,-4161797,5880427
75395,9564752,1209259,8355493
13766,7055839,2650628,4405211
5103,2255590,-5025813,7281403
13447,3401139,-4080011,7481150
13498,7183272,7001288,181984
10845,1729644,1360507,369137
9927,6653094,4951496,1701598
16527,9189180,1130294,8058886
75339,4800491,-2235945,7036436
9522,6411315,-478223,6889538
8551,2480909,576073,1904836
11204,1995675,-6113497,8109172
8996,9621521,5005219,4616302
76738,6860922,-211540,7072462
8347,1644330,-4132390,5776720
5011,3616670,-1777466,5394136
8414,6964831,-2926534,9891365
75791,1121764,-4784081,5905845
76524,8325910,1396541,6929369
78012,3849061,-283748,4132809
8356,4423118,-2189102,6612220
9781,2448668,-5857494,8306162
8300,4261134,1212922,3048212
8403,4518627,-3251019,7769646
3743,5978793,2249527,3729266
6172,8584369,6369433,2214936
8317,4276276,-2352965,6629241
8415,6462690,542589,5920101
8525,1985213,-5887537,7872750
79223,7143734,3061208,4082526
75459,8044861,5498085,2546776
8444,3897973,3634973,263000
9805,1553678,510786,1042892
11294,2619396,1098404,1520992
10646,4094645,2498858,1595787
5163,4194009,-1163935,5357944
70337,1965400,-833578,2798978
9778,9382950,6488796,2894154
76417,2762823,-3283250,6046073
8338,1175689,-2171373,3347062
8370,4627401,-2538684,7166085
9779,8681232,3265823,5415409
76574,1332481,-7973612,9306093
8928,7169433,138466,7030967
76126,9813845,4962415,4851430
13758,5675584,-4229533,9905117
10172,6923075,-381531,7304606
11203,4952411,-604557,5556968
2707,7531455,-762389,8293844
8349,5755354,2203664,3551690
8394,1558302,1051346,506956
8477,4958118,4118861,839257
76341,9171137,5613542,3557595
8929,2750580,-1709071,4459651
76875,7800341,340149,7460192
3055,3562616,-6143266,9705882
13987,2321436,-4691507,7012943
11821,9304497,4719032,4585465
72579,5820075,5255216,564859
3572,4059758,1195407,2864351
10698,8322201,6413789,1908412
13773,3484243,-2222823,5707066
10616,8937555,4031379,4906176
70334,8201927,5383905,2818022
75228,5997190,5421683,575507
8297,1642119,1492374,149745
78083,6448161,3873606,2574555
8345,8583350,-1266331,9849681
75923,3510091,-3517571,7027662
8304,8446869,1807254,6639615
5120,1043142,-894730,1937872
11770,1304095,-4368741,5672836
8360,6641358,2749298,3892060
75252,7447779,5981320,1466459
75763,8226833,3467365,4759468
13547,9907310,3263682,6643628
75805,2026504,-3518109,5544613
75802,5206145,3493655,1712490
78038,9995982,5919977,4076005
70357,7426080,-551247,7977327
8423,7432659,-757263,8189922
8402,5588886,3383578,2205308
10054,2964682,-6450870,9415552
11555,5228472,3699479,1528993
2800,1291128,-3256893,4548021
76119,1548644,-4401271,5949915
76352,6421059,3210155,3210904
9965,4439567,-3469587,7909154
8352,7319077,2301615,5017462
13669,6302303,2630145,3672158
76463,8009819,3206179,4803640
8450,6460703,-1850505,8311208
7954,2456973,1173615,1283358
8406,1773374,-3125469,4898843
10791,2403914,-2755558,5159472
76207,9519680,3824278,5695402
76933,9825846,4886458,4939388
9567,5393643,-834304,6227947
10084,8830885,-314753,9145638
76241,2034716,-4791955,6826671
8362,5688599,821498,4867101
75365,7603962,3191879,4412083
76148,9397855,592121,8805734
8527,7983478,4850679,3132799
76486,9725751,4043694,5682057
16004,7573901,6769463,804438
11511,2051555,-1068964,3120519
9656,2047859,-7703336,9751195
76235,3488021,1527723,1960298
10781,1873116,-5717779,7590895
76281,1258329,-6223057,7481386
75673,3147560,-4959522,8107082
76490,1105842,526974,578868
9336,2860683,-5698828,8559511
75260,3268885,2240913,1027972
8986,5563978,5043044,520934
10961,1203217,-2835853,4039070
6395,7653735,5971134,1682601
10032,1870629,-6733045,8603674
75652,5605786,1199133,4406653
6318,4949054,3665964,1283090
10830,3750963,-5142760,8893723
76144,5754533,4919686,834847
3046,2183321,-453909,2637230
11725,2631259,-4939383,7570642
6303,5687781,432417,5255364
75949,4516174,1363355,3152819
6298,3174400,856047,2318353
72117,2429172,-883910,3313082
75209,5108122,-639593,5747715
16183,3266514,-1138724,4405238
75644,4951038,2951482,1999556
75187,7004706,3483278,3521428
11875,8679384,8533009,146375
6314,4418197,1974826,2443371
6285,3473145,-2886527,6359672
13713,5032815,-1788503,6821318
15777,6341534,-1504590,7846124
13760,3171345,-5997654,9168999
6434,9078468,1908303,7170165
6418,8058652,5973242,2085410
6304,3478498,-5735718,9214216
9563,3020666,1485844,1534822
13253,1802637,-4008733,5811370
11514,2679995,-807342,3487337
13619,8807609,2730064,6077545
76439,6924761,3707333,3217428
3861,7513921,1869284,5644637
10201,2595379,-433191,3028570
6331,4140398,-1942520,6082918
8763,5797259,1062632,4734627
72654,4273729,78004,4195725
8321,7974335,436432,7537903
11629,4294285,-2795592,7089877
2763,5991394,1988302,4003092
13975,9172127,2354412,6817715
73788,8927087,214315,8712772
73765,9869414,2962551,6906863
11796,4804059,1261423,3542636
5116,4112844,2272336,1840508
79346,8074455,3154732,4919723
10595,7556511,6580218,976293
11180,7091716,2005170,5086546
2472,6179817,-289686,6469503
76338,6111109,-1805595,7916704
16953,1173292,-4530696,5703988
79277,8533071,6948902,1584169
2562,2632733,-4912239,7544972
16651,3766308,1319892,2446416
2541,4335592,3917137,418455
11510,1485206,-4200823,5686029
2633,8922571,-1034914,9957485
10689,5235468,-750295,5985763
76327,4545138,2378283,2166855
2466,3547919,-2688661,6236580
3507,7813776,3733411,4080365
10637,9829187,9007785,821402
2464,3564405,-4216675,7781080
11798,6863713,-1777738,8641451
2663,9945473,2703315,7242158
9983,6160757,-1956700,8117457
7015,5319732,2716872,2602860
5106,6778799,-1458037,8236836
2608,3899818,101561,3798257
10075,9085820,5130893,3954927
75184,5880550,-1070743,6951293
75127,3453134,-1188182,4641316
75352,2237622,-4968847,7206469
75152,6968647,-1274199,8242846
10559,9990458,9055698,934760
10374,1070193,-300139,1370332
10829,2528347,-4168179,6696526
2687,3697117,888151,2808966
9982,9776125,7245725,2530400
75709,1262760,-1725405,2988165
10638,2226645,-701939,2928584
10454,1514130,-8296386,9810516
7931,8446352,820123,7626229
14259,2992330,-6467353,9459683
70313,6059040,-1472857,7531897
2487,3315065,891346,2423719
8734,3741283,-3328336,7069619
75811,3147048,-4198962,7346010
75720,9783316,7157616,2625700
72490,5283561,-4651756,9935317
72228,9527195,3104321,6422874
75768,4204859,-1587374,5792233
76452,4078639,-3307159,7385798
11181,7772823,-1812327,9585150
79287,9862959,7741340,2121619
10509,9502698,3424213,6078485
70317,9689621,7615064,2074557
72994,6770719,1463493,5307226
79446,6386144,4146243,2239901
11509,2160444,-541890,2702334
3568,7240760,5026116,2214644
73848,8954843,7770496,1184347
70378,6671337,-2642920,9314257
72365,3987046,452512,3534534
9562,9554337,2664689,6889648
8124,9626621,-228535,9855156
76230,5691447,-589491,6280938
7138,6902353,5926023,976330
3878,7994116,6387146,1606970
